product_name,product_link,manufacturer,is_new,price,shipping_cost,product_description,total_price
Lot de 500 cartouches de 22Lr SELLIER & BELLOT CLUB en 40grs,https://www.naturabuy.fr/Lot-500-cartouches-22Lr-SELLIER-BELLOT-CLUB-40grs-item-10457876.html,Sellier & Bellot,1,65.0,13.0,Marque : Sellier & BellotEtat de l'objet : NeufType : StandardType d'ogive : Plomb joli Lot de 500 cartouches de 22Lr SELLIER & BELLOT CLUB en 40grs,78.0
Boîte 22 LR Cartoucherie Française 22 Sprint,https://www.naturabuy.fr/Boite-22-LR-Cartoucherie-Francaise-22-Sprint-item-10655193.html,Cartoucherie Française,0,13.0,4.4,Marque : Cartoucherie FrançaiseEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte de cartouches Cartoucherie Française en très bonne état 22 Sprint. Envoie par mondial relais 4€40,17.4
Boîte ancienne 22 LR Gévelot HS (2),https://www.naturabuy.fr/Boite-ancienne-22-LR-Gevelot-HS-2--item-10655148.html,Gévelot,0,12.0,4.4,Marque : GévelotEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte Gévelot HS Envoie par mondial relais 4€40,16.4
Boîte ancienne 22 LR Gévelot HS,https://www.naturabuy.fr/Boite-ancienne-22-LR-Gevelot-HS-item-10655147.html,Gévelot,0,12.0,4.4,Marque : GévelotEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte Gévelot HS Envoie par mondial relais 4€40,16.4
Boîte ancienne 22 LR Gévelot GP (2),https://www.naturabuy.fr/Boite-ancienne-22-LR-Gevelot-GP-2--item-10655144.html,Gévelot,0,15.0,4.4,Marque : GévelotEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte Gévelot GP Envoie par mondial relais 4€40,19.4
BOITE DE 100 CARTOUCHES CCI 22 LR GRENNTAG PRECISION HAUTE VITESSE COMPETITION 1070 FPS 40 GR (3),https://www.naturabuy.fr/BOITE-DE-100-CARTOUCHES-CCI-22-LR-GRENNTAG-PRECISION-HAUTE-VITESSE-COMPETITION-1070-FPS-40-GR-3--item-10457649.html,CCI,1,22.0,6.5,"Marque : CCIEtat de l'objet : NeufType : Match Bonjour, Je vends une boîte neuve de 100 cartouches CCI MATCH Haute Vitesse 1070 FPS GRENNTAG PRECISION 40 Grains 100 Cartouches 22LR LEAD ROUND NOSE Compétition Haute Vitesse 1070 FPS Cordialement",28.5
Boîte ancienne 22 LR Gévelot GP,https://www.naturabuy.fr/Boite-ancienne-22-LR-Gevelot-GP-item-10655141.html,Gévelot,0,13.0,4.4,Marque : GévelotEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte Gévelot GP Envoie par mondial relais 4€40,17.4
Boîte ancienne 22 LR Gévelot LS,https://www.naturabuy.fr/Boite-ancienne-22-LR-Gevelot-LS-item-10655086.html,Gévelot,0,10.0,4.4,"Marque : GévelotEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte Gévelot LS, balles oxidées Envoie par mondial relais 4€40",14.4
Boîte ancienne 22 LR Blazer vrac,https://www.naturabuy.fr/Boite-ancienne-22-LR-Blazer-vrac-item-10655077.html,Blazer,0,12.0,4.4,Marque : BlazerEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète Blazer cartouches en vrac. Envoie par mondial relais 4€40,16.4
Boîte ancienne 22 LR Lapua,https://www.naturabuy.fr/Boite-ancienne-22-LR-Lapua-item-10655073.html,Lapua,0,7.0,4.4,"Marque : LapuaEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte incomplète Lapua incomplète, état moyen. Envoie par mondial relais 4€40",11.4
Boîte ancienne 22 LR Lapua Super Club,https://www.naturabuy.fr/Boite-ancienne-22-LR-Lapua-Super-Club-item-10655065.html,Lapua,0,10.0,4.4,Marque : LapuaEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète Lapua Super Club Envoie par mondial relais 4€40,14.4
Boîte ancienne 22 LR Eley Standard,https://www.naturabuy.fr/Boite-ancienne-22-LR-Eley-Standard-item-10655062.html,Winchester,0,13.0,4.4,Marque : WinchesterEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète Eley Standard Envoie par mondial relais 4€40,17.4
Boîte ancienne 22 LR Winchester Extra Power,https://www.naturabuy.fr/Boite-ancienne-22-LR-Winchester-Extra-Power-item-10655050.html,Winchester,0,12.0,4.4,Marque : WinchesterEtat de l'objet : D'occasionType : StandardType d'ogive : Cuivre Boîte complète Winchester Extra Power Envoie par mondial relais 4€40,16.4
Cartouches WINCHESTER 22 WIN MAG 40grs en boite de 150,https://www.naturabuy.fr/Cartouches-WINCHESTER-22-WIN-MAG-40grs-boite-150-item-10690026.html,Winchester,1,53.0,11.0,Marque : WinchesterEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Cartouches WINCHESTER 22 WIN MAG 40grs en boite de 150 Ogives cuivrées et hollow point,64.0
Boîte ancienne 22 LR Winchester Extra Power Hollow Point,https://www.naturabuy.fr/Boite-ancienne-22-LR-Winchester-Extra-Power-Hollow-Point-item-10655048.html,Winchester,0,15.0,4.4,Marque : WinchesterEtat de l'objet : D'occasionType : StandardType d'ogive : Creuse Boîte complète Winchester Extra Power pointe creuse Envoie par mondial relais 4€40,19.4
Boîte ancienne 22 LR Winchester T 22,https://www.naturabuy.fr/Boite-ancienne-22-LR-Winchester-T-22-item-10655045.html,Winchester,0,10.0,4.4,Marque : WinchesterEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète Winchester T 22 Standard Velocity Envoie par mondial relais 4€40,14.4
Boîte ancienne 22 LR Winchester Super Speed,https://www.naturabuy.fr/Boite-ancienne-22-LR-Winchester-Super-Speed-item-10655038.html,Winchester,0,15.0,4.4,Marque : WinchesterEtat de l'objet : D'occasionType : StandardType d'ogive : Cuivre Boîte complète Winchester Super Speed Envoie par mondial relais 4€40,19.4
Boîte ancienne 22 LR CCI Standard Velocity (2),https://www.naturabuy.fr/Boite-ancienne-22-LR-CCI-Standard-Velocity-2--item-10655030.html,CCI,0,10.0,4.4,Marque : CCIEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète CCI Standard Velocity Envoie par mondial relais 4€40,14.4
Boîte ancienne 22 LR Remington Target,https://www.naturabuy.fr/Boite-ancienne-22-LR-Remington-Target-item-10655017.html,Remington,1,11.0,4.4,Marque : RemingtonEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boîte complète Remington Target Envoie par mondial relais 4€40,15.4
Boîte ancienne 22 LR Remington Thunderbolt,https://www.naturabuy.fr/Boite-ancienne-22-LR-Remington-Thunderbolt-item-10655012.html,Remington,1,12.0,4.4,Marque : RemingtonEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boîte complète Remington Thunderbolt Envoie par mondial relais 4€40,16.4
Boîte 22 LR Aguila Super Extra,https://www.naturabuy.fr/Boite-22-LR-Aguila-Super-Extra-item-10655007.html,Aguila,1,8.0,4.4,Marque : AguilaEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boîte complète Aguila Super Extra Envoie par mondial relais 4€40,12.4
Boîte 22 LR Fiocchi Standard Pistol (2),https://www.naturabuy.fr/Boite-22-LR-Fiocchi-Standard-Pistol-2--item-10655003.html,Fiocchi,0,10.0,4.4,Marque : FiocchiEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète FIocchi Standard Pistol Envoie par mondial relais 4€40,14.4
Boîte 22 LR Fiocchi Standard Pistol,https://www.naturabuy.fr/Boite-22-LR-Fiocchi-Standard-Pistol-item-10655000.html,Fiocchi,0,10.0,4.4,Marque : FiocchiEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète FIocchi Standard Pistol Match. Envoie par mondial relais 4€40,14.4
PROFESSIONAL LINE RIFLE MATCH S - RWS,https://www.naturabuy.fr/PROFESSIONAL-LINE-RIFLE-MATCH-S-RWS-item-7316799.html,RWS,1,11.0,30.12,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Type: CARTOUCHE - Marque: RWS - Modèle: PROFESSIONAL LINE RIFLE MATCH S - Calibre: .22 LR - Type de balle: BR - Ogive: Tête plomb ronde - Poids grain (GR): 40 GR - Poids (g): 2,59 g - V0 (m/s): 345 - V50 (m/s): 304 - V100 (m/s): 277 - E0 (Joules): 155 - E50 (Joules): 120 - E100 (Joules): 100 - Conditionnement: BOÎTE DE 50 - Catégorie : Catégorie CCaractéristiques :- Vitesse proche du supersonique- Grande précision tant sur 50 m que sur 100 m- Une alternative pour les canons difficiles",41.120000000000005
Boîte ancienne de 22 LR RWS R 50,https://www.naturabuy.fr/Boite-ancienne-22-LR-RWS-R-50-item-10654976.html,RWS,0,10.0,4.4,Marque : RWSEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Boîte complète RWS R 50. Envoie par mondial relais 4€40,14.4
Boîte ancienne de 22 LR RWS High Velocity Hollow Point,https://www.naturabuy.fr/Boite-ancienne-22-LR-RWS-High-Velocity-Hollow-Point-item-10654969.html,RWS,1,11.0,4.4,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Creuse Boîte complète RWS High Velocity, pointe creuse , boîte neuve. Envoie par mondial relais 4€40",15.4
22 LR Superspeed Winchester High vélocity,https://www.naturabuy.fr/22-LR-Superspeed-Winchester-High-velocity-item-10409603.html,Winchester,1,8.0,4.4,"Marque : WinchesterEtat de l'objet : NeufType : StandardType d'ogive : Cuivre boite de 50 balles entammée, il s'agit de balles 22LR Winchester superspeed Hihg vélocity et il en reste 43 exactement. Envoi par mondial relay à 4.40€",12.4
Boîte ancienne de 22 LR RWS (2),https://www.naturabuy.fr/Boite-ancienne-22-LR-RWS-2--item-10654956.html,RWS,1,11.0,4.4,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boîte complète RWS, boîte neuve. Envoie par mondial relais 4€40",15.4
Boîte ancienne de 22 LR RWS,https://www.naturabuy.fr/Boite-ancienne-22-LR-RWS-item-10654951.html,RWS,1,11.0,4.4,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boîte complète RWS, boîte neuve. Envoie par mondial relais 4€40",15.4
2 boîtes de 50 cartouches federal champion 22 lr,https://www.naturabuy.fr/2-boites-50-cartouches-federal-champion-22-lr-item-10505200.html,Federal,1,14.5,8.5,Marque : FederalEtat de l'objet : NeufType : StandardType d'ogive : Plomb lot de 2 boites de 50 cartouches federal champion standard velocity 40 gr plomb Retrait sur place ou envoi Colissimo.,23.0
Balles RWS - Cal. 22 / 6 mm flobert - boite 150 munitions,https://www.naturabuy.fr/Balles-RWS-Cal-22-6-mm-flobert-boite-150-munitions-item-10585857.html,Flobert,1,39.9,6.65,"Marque : FlobertEtat de l'objet : NeufType : BosquetteType d'ogive : Plomb Munition de petit calibre, à percussion annulaire et balle ronde. Approvisionnez ainsi vos carabines de jardin avec des projectiles de belle facture. - Ces munitions sont compatibles avec les carabines de jardin et calibres de tir sportif de calibre .22 Flobert et .22 LR. - Elles proposent un haut niveau de qualité typiquement RWS, avec une ogive plomb à tête ronde - Idéal pour le tir de loisir - Boîte de 150 balles",46.55
MUNITIONS RWS RIFLE MATCH S Cal.22LR 40gr 2.6g,https://www.naturabuy.fr/MUNITIONS-RWS-RIFLE-MATCH-S-Cal-22LR-40gr-2-6g-item-10735905.html,RWS,1,7.5,14.9,Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb MUNITIONS RWS RIFLE MATCH S Cal.22LR 40gr 2.6g Vitesse proche du supersonique (345 m/s) Vendu par boite de 50 munitions,22.4
Munitions Cal.22lr Eley high velocity hollow par 500,https://www.naturabuy.fr/Munitions-Cal-22lr-Eley-high-velocity-hollow-par-500-item-10735886.html,Eley,1,88.0,10.9,"Marque : EleyEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Plomb Calibre .22 LR Conditionnement Boîte en plastique de 50 cartouches Type Ogive HP, Plomb Poids du projectile 38 grains, soit 2.59 grammes Percussion Annulaire Amorçage Annulaire Type d'étuis Black oxidized 500 munitions soit 10 boites de 50",98.9
Cartouches Eley Match cal. 22 LR PAR 500,https://www.naturabuy.fr/Cartouches-Eley-Match-cal-22-LR-PAR-500-item-9434251.html,Eley,1,199.9,10.9,Marque : EleyEtat de l'objet : NeufType : MatchType d'ogive : Plomb Cartouches Eley Match cal. 22 LR PAR 500 Munitions plomb pour la compétition. Très bon rapport qualité prix. Vitesse bouche 331 m/s. - 10 boîtes de 50 soit 1 carton de 500.,210.8
ELEY CAL.22LR STANDARD 40GR par 500,https://www.naturabuy.fr/ELEY-CAL-22LR-STANDARD-40GR-par-500-item-10689791.html,Eley,1,82.0,11.0,"Marque : EleyEtat de l'objet : NeufType : StandardType d'ogive : Plomb ELEY CAL.22LR STANDARD 40GR Distance idéale : 25 et 50 mètres Calibre : 22Lr Poids : 2,6g / 40grs Vitesse initiale : 332m/s Boite de 50 cartouches soit 10 boites Ogive en plomb à tête ronde",93.0
Cartouches Eley Standard cal. 22 LR,https://www.naturabuy.fr/Cartouches-Eley-Standard-cal-22-LR-item-9601575.html,Eley,1,111.0,42.0,"Marque : EleyEtat de l'objet : NeufType : StandardType d'ogive : Plomb Calibre : .22 LR Cdt : 500 Énergie (J) : 142 Grains : 40 Grammes : 2.59 Matériaux du projectile : Plomb Ogive / Balle : Plomb tête ronde Milieux de gamme, utilisées dans toutes les disciplines, précises et fiables jusqu'à 50 m. Ogive plomb à profil Round Nose. 10 boîtes de 50 soit 1 carton de 500. Vendues aux armuriers par lot de 10 boîtes de 50 cartouches. Cartouche Eley destinée à l'entrainement et au tir de loisir.",153.0
500 cartouches 22LR RWS CLUB,https://www.naturabuy.fr/500-cartouches-22LR-RWS-item-10120353.html,RWS,1,65.0,12.0,Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb cartouches 22lr par 500 de chez RWS conditionné par petite boite de 50 vitesse 330m/s balle de 40 grains,77.0
BALLES BOSQUETTES 22LR RWS CONCORDE 22 DEFENDER,https://www.naturabuy.fr/BallesBOSQUETTES-22LR-RWS-CONCORDE-22-DEFENDER-item-3217515.html,RWS,1,59.0,8.0,"Marque : RWSEtat de l'objet : NeufType : BosquetteType d'ogive : Plomb Boite de 150 balles bosquettes cal 22 Concorde Defender Boîte de 150 bosquettes CONCORDE DEFENDER cal.22 Flobert /5,5",67.0
50 Munitions S&B cal 22 Lr Standard 40gr LRN,https://www.naturabuy.fr/50-Munitions-S-B-cal-22-Lr-Standard-40gr-LRN-item-9424743.html,Sellier & Bellot,1,7.5,15.0,"Marque : Sellier & BellotEtat de l'objet : NeufType : StandardType d'ogive : Non communiquée Munitions Sellier & Bellot boite de 50, munitions à percussion annulaire. Une offre large pour le tir de loisirs et sportif. Calibre: 22 LR STANDARD Poids: 40 GR / 2,56 G Produit peut être disponible sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK",22.5
50 Munitions S&B cal 22 Lr Subsonic 40gr LRN,https://www.naturabuy.fr/50-Munitions-S-B-cal-22-Lr-Subsonic-40gr-LRN-item-9424734.html,Sellier & Bellot,1,10.0,15.0,"Marque : Sellier & BellotEtat de l'objet : NeufType : SubsoniqueType d'ogive : Non communiquée 50 Munitions S&B cal 22 Lr Subsonic 40gr LRN Munitions Sellier & Bellot boite de 50, munitions à percussion annulaire. Une offre large pour le tir de loisirs et sportif. Calibre: 22 LR SUBSONIC Poids: 40 GR / 2,56 G Produit peut être disponible sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK",25.0
50 Munitions S&B cal 22 Lr Subsonic 40gr LRN HP,https://www.naturabuy.fr/50-Munitions-S-B-cal-22-Lr-Subsonic-40gr-LRN-HP-item-9424733.html,Sellier & Bellot,1,10.0,15.0,"Marque : Sellier & BellotEtat de l'objet : NeufType : SubsoniqueType d'ogive : Non communiquée Munitions Sellier & Bellot boite de 50, munitions à percussion annulaire. Une offre large pour le tir de loisirs et sportif. Calibre: 22 LR SUBSONIC HP Poids: 40 GR / 2,56 G Produit peut être disponible sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK",25.0
50 Munitions S&B cal 22 Lr HV 36gr LRN,https://www.naturabuy.fr/50-Munitions-S-B-cal-22-Lr-HV-36gr-LRN-item-9424731.html,Sellier & Bellot,1,9.0,15.0,"Marque : Sellier & BellotEtat de l'objet : NeufType : StandardType d'ogive : Non communiquée Munitions Sellier & Bellot boite de 50, munitions à percussion annulaire. Une offre large pour le tir de loisirs et sportif. Calibre: .22 LR HV Poids: 36 GR / 2,33 G Produit peut être disponible sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK",24.0
50 Munitions S&B cal 22 Lr HV 38gr HP,https://www.naturabuy.fr/50-Munitions-S-B-cal-22-Lr-HV-38gr-HP-item-9424729.html,Sellier & Bellot,1,8.5,15.0,"Marque : Sellier & BellotEtat de l'objet : NeufType : StandardType d'ogive : Non communiquée Munitions Sellier & Bellot boite de 50, munitions à percussion annulaire. Une offre large pour le tir de loisirs et sportif. Calibre: .22 LR HV Poids: 38 GR / 2,45 G Produit peut être disponible sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK",23.5
Munitions RWS Cal.22lr Professional line Rifle Match S par 100,https://www.naturabuy.fr/Munitions-RWS-Cal-22lr-Professional-line-Rifle-Match-S-par-100-item-8116769.html,RWS,1,18.8,11.2,Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Non communiquée Munitions RWS Cal.22lr Professional line Rifle Match S La munition à percussion annulaire RWS RIFLE MATCH S est une munition très rapide destinée à l'entrainement et à la compétition. Sa vitesse supersonique lui garantit une précision redoutable à 50 et 100 m. Une véritable alternative pour les armes à canons sensibles. Particulièrement adaptée aux biathlètes et comme munition d'entrainement pour les utilisateurs de RWS R 100. Boite de 50. 2 Boites de 50,30.0
100 cartouches MANUFRANCE en calibre 22LR,https://www.naturabuy.fr/100-cartouches-MANUFRANCE-calibre-22LR-item-9911980.html,Manufrance,1,46.0,8.0,Marque : ManufranceEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boite de 100 cartouches en calibre 22LR de chez MANUFRANCE d'époque.,54.0
Munitions CCI 22lr Stinger HP 32GR par 50,https://www.naturabuy.fr/Munitions-CCI-22lr-Stinger-HP-32GR-par-50-item-10654545.html,CCI,1,18.0,11.0,Marque : CCIEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Calibre .22 LR Conditionnement Boîte plastique de 50 cartouches Type Ogive Cuivrée Poids du projectile 32 Grains soit 2.07 grammes Percussion Annulaire Amorçage Annulaire Type d'étuis Acier 50 munitions soit 1 boites de 50,29.0
500 Munitions NORMA Eco Speed Cal 22lr,https://www.naturabuy.fr/50-MUNITIONS-NORMA-ECO-SPEED-CAL-22LR-item-7841195.html,Norma,1,95.0,15.0,"Marque : NormaEtat de l'objet : NeufType : Standard Boîte de 500 munitions NORMA ECO SPEED La nouveauté de cette année est notre ECO Speed-22 sans plomb, avec une vitesse initiale supérieure à toutes les autres sur le marché. La cartouche est 100% sans plomb, apprêt compris, ce qui la rend tout à fait unique sur le marché. Pourquoi des apprêts sans plomb? Eh bien, si vous faites beaucoup de tir semi-automatique, toutes ces particules de plomb nocives pénètrent dans l'air que vous inhalez et peuvent endommager vos organes internes. Balle en zinc massif plaqué cuivre pour la chasse et le plinking 100% sans plomb: apprêt sans plomb et balle sans plomb Effet exceptionnel grâce à une vitesse jusqu'à 58% supérieure à la vitesse standard Convient aux carabines et aux armes à feu semi-automatiques Calibre: fusil long .22 Balle en zinc, 1,6 g, V0 520 m / s (longueur du canon: 65 cm) Produit peut être disponible sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK",110.0
MUNITIONS 22 WIN MAG SUPER-X 40GRAINS JHP X150,https://www.naturabuy.fr/MUNITIONS-22-WIN-MAG-SUPER-X-40GRAINS-JHP-X150-item-9620949.html,Winchester,1,58.7,16.08,"Marque : WinchesterEtat de l'objet : NeufType : StandardType d'ogive : Creuse Munitions 22 Win Mag Super-X 40grains JHP X150Le .22 WMR est un calibre bien connu des tireurs sportifs pour sa précision, mais il est aussi très prisé des chasseurs pour le tir des nuisibles ou du tout petit gibier. Dans cette seconde optique, Winchester produit une version à tête creuse de la petite cartouche annulaire, montée avec une ogive JHP.Ce projectile pèse 40 grains (2.6 grammes) et voit l'avant de sa chemise ajourée pour permettre une expansion rapide. La balle Super-X Jacketed Hollow Point quitte le canon à la vitesse de 451 m/s et file encore à 404 m/s à 100 yards. Son énergie s'élève respectivement à 264 J à la bouche et 211 J à 100 yards.",74.78
500 Munitions ELEY HIGHT VELOCITY ( tête creuse) cal.22 lr 38 grains,https://www.naturabuy.fr/500-Munitions-ELEY-HIGHT-VELOCITY-tete-creuse-cal-22-lr-38-grains-item-10539827.html,Eley,1,92.7,16.08,Marque : EleyEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Creuse AP5-Pack : 9927-defaultCombinationLa munitions ELEY High Velocity Hollow point (tête creuse) est la première cartouche à percussion annulaire noire. Le processus d'oxydation breveté de la douille en laiton durci améliore la précision en offrant une combustion plus uniforme.Caractéristiques : 10 Boîtes de 50 munitions 38 grains Poids : 2.46g Longueur de la cartouche : 25.4mm Vitesse moyenne : 344 - 381 m/s Détails techniques : MARQUE : ELEYCalibre : 22 LR,108.78
"50 munitions Eley FORCE, calibre 22 LR",https://www.naturabuy.fr/50-munitions-Eley-FORCE-calibre-22-LR-item-9320285.html,Eley,1,9.1,16.08,"Marque : EleyEtat de l'objet : NeufType : StandardType d'ogive : Plomb Les ELEY Force sont destinées au tir de compétition avec leur ogive de type Round Nose (nez rond) en plomb d'un poids de 42 grains soit 2.72 grammes. Ces munitions de type annulaire développent une énergie de 196 joules en sortie de canon pour une vitesse initiale de 381 mètres par seconde.Ces munitions Eley Force sont conçues pour cycler correctement et sans incident de tir dans une carabine ou un pistolet semi-automatique. La ou des munitions standards peuvent manquer de punch pour enclencher le réarmement d'une culasse, ces munitions haute-vitesse combleront ce manque de puissance pour fiabiliser le réarmement.Détails techniques : MARQUE : ELEYModèle : sportCalibre : 22 LR",25.18
Boite de 235 cartouches 22LR HAUTE VITESSE HOLLOW POINT,https://www.naturabuy.fr/Boite-235-cartouches-22LR-HAUTE-VITESSE-HOLLOW-POINT-item-10735662.html,Winchester,1,25.5,16.08,"Marque : WinchesterEtat de l'objet : NeufType : StandardType d'ogive : Creuse Caractéristiques Techniques des Hollow point winchester 22 LR: Calibre: 22LR Quantité: 235 munitions Poids du projectiles: 36 grains Percussion: annulaire Poids: 760 grammes Une boite de 235 muntions winchester pour votre 22 Long rifle, des munitions avec ogive cuivrée de 36 grains à tête creuse, plated hollow point.Détails techniques : MARQUE : WINCHESTERCalibre : 22 LRType d'ogive : HOLLOW-POINTPoids de l'ogive : 36 grainsConditionnement : 235 munitions",41.58
500 munitions Aguila subsonique SP40,https://www.naturabuy.fr/500-munitions-Aguila-subsonique-SP40-item-10432017.html,Aguila,1,74.0,13.0,Marque : AguilaEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb 500 munitions aguila SP40 solid point,87.0
500 munitions Aguila subsonique HP38,https://www.naturabuy.fr/500-munitions-Aguila-subsonique-HP38-item-10432013.html,Aguila,1,74.0,11.0,Marque : AguilaEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse 500 munition aguila HP38 Hollow Point,85.0
Cartouches 22 LR Aguila Subsonic Hollow Point,https://www.naturabuy.fr/Cartouches-22-LR-Aguila-Subsonic-Hollow-Point-item-7831722.html,Aguila,1,118.0,14.9,Marque : AguilaEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse Ogive 38 grains subsonique à tête creuse. Cartouche vélocité standard : 1024 fps (312 m/s) soit une énergie de 120 joules. 10 boîtes de 50 soit 1 carton de 500.Détails techniques : Législation pour la vente : Catégorie C - Présentation permis de chasse + validation OU licence de tir OU licence de ball-trap (Plus de détails dans législation)Calibre : .22 LRCdt : 500Énergie (J) : 120Grains : 38Grammes : 2.46Vitesse (m/s) : 312,132.9
Munition .22 Courte balle pleine cuivrée - Aguila,https://www.naturabuy.fr/Munition-22-Courte-balle-pleine-cuivree-Aguila-item-7831716.html,Aguila,1,118.0,14.9,Marque : AguilaEtat de l'objet : NeufType : Short - demi - courteType d'ogive : Cuivre Balle pleine cuivrée spéciale tir sur cible. Vitesse 1095 fps (333 m/s) Projectile cuivré pour limiter l'encrassement du canon.Détails techniques : Législation pour la vente : Catégorie C - Présentation permis de chasse + validation OU licence de tir OU licence de ball-trap (Plus de détails dans législation)Calibre : .22 LRCdt : 500Énergie (J) : 104Grains : 29Grammes : 1.88Matériaux du projectile : CuivreN° de Plombs : BalleVitesse (m/s) : 333,132.9
Cartouches 22 LR Solid Point Aguila,https://www.naturabuy.fr/Cartouches-22-LR-Solid-Point-Aguila-item-7831718.html,Aguila,1,93.0,14.9,Marque : AguilaEtat de l'objet : NeufType : StandardType d'ogive : Plomb Ogive pleine en plomb. Vitesse : 1130 fps (344 m/s) soit de 153 joules. 10 boîtes de 50 soit 1 carton de 500.Détails techniques : Législation pour la vente : Catégorie C - Présentation permis de chasse + validation OU licence de tir OU licence de ball-trap (Plus de détails dans législation)Calibre : .22 LRCdt : 500Énergie (J) : 153Grains : 40Grammes : 2.59Matériaux du projectile : PlombN° de Plombs : BalleVitesse (m/s) : 344,107.9
Munition .22 Courte balle pleine cuivrée - Aguila,https://www.naturabuy.fr/Munition-22-Courte-balle-pleine-cuivree-Aguila-item-7831716.html,Aguila,1,118.0,14.9,Marque : AguilaEtat de l'objet : NeufType : Short - demi - courteType d'ogive : Cuivre Balle pleine cuivrée spéciale tir sur cible. Vitesse 1095 fps (333 m/s) Projectile cuivré pour limiter l'encrassement du canon.Détails techniques : Législation pour la vente : Catégorie C - Présentation permis de chasse + validation OU licence de tir OU licence de ball-trap (Plus de détails dans législation)Calibre : .22 LRCdt : 500Énergie (J) : 104Grains : 29Grammes : 1.88Matériaux du projectile : CuivreN° de Plombs : BalleVitesse (m/s) : 333,132.9
Cartouches 22 LR Solid Point Aguila,https://www.naturabuy.fr/Cartouches-22-LR-Solid-Point-Aguila-item-7831718.html,Aguila,1,93.0,14.9,Marque : AguilaEtat de l'objet : NeufType : StandardType d'ogive : Plomb Ogive pleine en plomb. Vitesse : 1130 fps (344 m/s) soit de 153 joules. 10 boîtes de 50 soit 1 carton de 500.Détails techniques : Législation pour la vente : Catégorie C - Présentation permis de chasse + validation OU licence de tir OU licence de ball-trap (Plus de détails dans législation)Calibre : .22 LRCdt : 500Énergie (J) : 153Grains : 40Grammes : 2.59Matériaux du projectile : PlombN° de Plombs : BalleVitesse (m/s) : 344,107.9
Cartouches Eley Tenex Pistol cal. 22 LR,https://www.naturabuy.fr/Cartouches-Eley-Tenex-Pistol-cal-22-LR-item-7831714.html,Eley,1,257.0,14.9,Marque : EleyEtat de l'objet : NeufType : MatchType d'ogive : Plomb Munitions conformes aux normes olympiques. Utilisées par les tireurs de niveau international. 10 boîtes de 50 soit 1 carton de 500.Détails techniques : Législation pour la vente : Catégorie C - Présentation permis de chasse + validation OU licence de tir OU licence de ball-trap (Plus de détails dans législation)Calibre : .22 LRCdt : 500Énergie (J) : 142Grains : 40Grammes : 2.59Matériaux du projectile : PlombVitesse (m/s) : 331,271.9
